Must be local?,token,q002,q003,q004,q005,q006,q007,q008,q009,q010,q011,q012,q013,q014,q015,q016,q017,q018,q019,q020,q021,q022,q023,q024,q025,q026,q027,q028,q029,q030,q031,q032,q033,q034,q035,q036,q037,q038,q039,q040,q041,q042,q043,q044,q045,q046,q047,q048,q049,q050,q051,q052,q053,q054,q055,q056,q057,q058,q059,q060,q061,q062,q063,q064,q065,q066,q067,q068,q069,q070,q071,q072,q073,q074,q075,q076,q077,q078,q079,q080,q081,q082,q083,q084,q085,q086,q087,q088,q089,q090,q091,q092,q093,q094,q095,q096,q097,q098,q099,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,q117,q118,q119,q120,q121,q122,q123,q124,q125,q126,q127,q128,q129,q130,q131,q132,q133,q134
0,19090_1401,,Pass,,Bachelor of Technology (Industrial and Management Engineering),,2/28/2016,Medicine,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,Government,,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,1300,Information & Communication,,"Others, please provide job title and description",,,To a great extent,5,"No, I am employed in a job not related to my course of study","Applied for training-related job, but did not get an offer",,"Yes, mainly to obtain a job with better pay/ career prospects",,JULY,2016,None (Bonded to Sponsoring Organisation),Non Applicable based on skip pattern,9,2016,9,2016,No,No,No,No,Non Applicable based on skip pattern,Yes,No,No,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,,,Q21_8 Other job websites portals,"Finding jobs to apply to, that is related to my career interest",,"No, do not intend to pursue at all",Master’s Degree by coursework,,,,,,,No,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Not applicable,Neutral,Satisfied,Not applicable,Not applicable,Neutral,Agree,Well,A little,Well,Very well,Well,Well,Fairly well,Well,Well,Well,Fairly well,Not applicable,Not applicable,Not applicable,Agree,Chinese,,Others,,Full Time,UMED,INFORMATION SYSTEMS (HONS),,,NORMAL,,1510,Singapore Permanent Resident,F,N,,,,,,
0,8240_1413,,Pass,,Bachelor of Engineering (Chemical Engineering),,6/30/2016,Science,Currrent course was my first choice of study,China,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,MOHH,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,,Electronic Products,,Non Applicable based on skip pattern,,FINANCIAL PLANNING,Non Applicable based on skip pattern,4,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,AUGUST,2016,One,"Yes, I attempted to look for employment",4,2016,4,2016,No,Yes,Yes,Non Applicable based on skip pattern,No,No,No,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,,,,,,,,,,,,,,,"Q21_6 Faculty School-level industrial attachment, professional attachment, or professional internship","Not satisfied with other parts of offer, other than salary",,"Yes, intend to pursue in the future (not within the next 5 years)",Skills-Based Modular Courses offered by Universities and Polytechnics,NOT SURE,,,,,,No,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Not applicable,Satisfied,Neutral,Very satisfied,Neutral,Satisfied,Disagree,A little,Fairly well,A little,Fairly well,Fairly well,Well,Very well,Very well,Fairly well,Fairly well,Very well,Not at all,Very well,Not applicable,Strongly disagree,Chinese,,Others,,Follow up,,POLITICAL SCIENCE (HONS),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
0,28413_1808,,Honours (Distinction),,Bachelor of Arts (Architecture),,2/28/2016,Architecture,Currrent course was my first choice of study,Singapore,Medical graduate serving housemanship,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,OCBC,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,3500,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,2,3,"No, I am employed in a job not related to my course of study",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,2016,One,Non Applicable based on skip pattern,4,2016,4,2016,No,Non Applicable based on skip pattern,No,No,No,Yes,Non Applicable based on skip pattern,Yes,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,Yes,No,,,,,,,,,,,,,,,,,Non Applicable based on skip pattern,,"Yes, intend to pursue in the future (not within the next 5 years)",Skills-Based Modular Courses offered by Universities and Polytechnics,,NUS,,,,COMPUTER ENGINEERING,No,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Satisfied,Satisfied,Very satisfied,Dissatisfied,Not applicable,Not applicable,Strongly disagree,Fairly well,Fairly well,Well,Fairly well,Well,Well,A little,Very well,Very well,Not at all,Fairly well,Fairly well,Fairly well,Not at all,Neutral,Chinese,,Others,,Full Time,UGRD,S.E. Asian Studies (Major),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
0,6489_1448,,Honours,,Bachelor of Science (Pharmacy),,6/30/2016,Law,Current course was not the first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,MOHH,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,3300,Non Applicable based on skip pattern,,Chemical Engineer,,,Not at all,2,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,No,,MARCH,,One,"No, I did not look for employment",9,2016,9,2016,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,No,Yes,Non Applicable based on skip pattern,No,No,No,No,No,,,,,,,,,1,,,,,,,,Getting offers after the interview,,"Yes, intend to pursue in the near future (within the next 5 years)",Non Applicable based on skip pattern,,,,,,EDUCATION,Yes,Non Applicable based on skip pattern,,Yes,Not applicable,Not applicable,Satisfied,Satisfied,Satisfied,Dissatisfied,Agree,Very well,Well,Fairly well,Well,Well,Fairly well,Fairly well,Well,Well,Very well,A little,Well,Well,Well,Agree,Malay,,Others,,Full Time,UGRD,PHARMACY (HONS),,,NORMAL,,1520,Singapore Permanent Resident,M,N,,,,,,
0,5347_1487,,Honours (Merit),,Bachelor of Medicine and Bachelor of Surgery,,6/30/2016,Law,Currrent course was my first choice of study,Singapore,Medical graduate serving housemanship,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,CHANGI GENERAL HOSPITAL,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,2850,,,Construction,,Non Applicable based on skip pattern,,,4,3,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,JUNE,2016,One,Non Applicable based on skip pattern,8,2016,8,2016,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,Yes,No,Yes,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,5,1,,,,,,1,,,,,,,,Non Applicable based on skip pattern,,"Yes, intend to pursue in the near future (within the next 5 years)",Non Applicable based on skip pattern,,,,,,RAILWAY ENGINEERING,No,I was not interested in my course of study. I lost interest during the course itself,,No,Neutral,Not applicable,Very satisfied,Very satisfied,Very satisfied,Not applicable,Agree,Well,Very well,Fairly well,Well,Fairly well,Well,Fairly well,Very well,Very well,Well,A little,Well,Fairly well,Fairly well,Agree,Chinese,,Others,,Full Time,UGRD,COMPUTER SCIENCE (HONS),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
0,51288_566,,Pass with Merit,,Bachelor of Engineering (Chemical Engineering),,4/30/2016,Environmental Studies,Current course was my first choice of study,Singapore,"Currently pursuing/ preparing to commence further studies, excluding NIE",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,4700,Personal & Other Service Activities,,Operations Officer (except Transport Operations),,FINANCIAL PLANNING,To a great extent,3,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,No,,JULY,2016,Four,Non Applicable based on skip pattern,9,2016,1,2016,No,Yes,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,Yes,No,Yes,No,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,,,,,,,,,1,,,,,2,,Q21_2 Centre for Future-ready Graduates Career Events,Not satisfied with salary offer,,"No, do not intend to pursue at all",Master’s Degree by coursework,,,,,,,Neutral,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Not applicable,Not applicable,Not applicable,Not applicable,Neutral,Satisfied,Agree,Well,Well,Well,Fairly well,Well,Fairly well,Well,Fairly well,Fairly well,Fairly well,Well,Not applicable,Well,Not applicable,Neutral,Chinese,,Others,,Full Time,UGRD,Chemistry (Major),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
0,35660_1621,,Honours (Distinction),,Bachelor of Science (Pharmacy),,6/30/2016,Medicine,Current course was not the first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Statutory board,,OTHER,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4750,,,"Other engineering activities (general building, process plant, industrial plant, infrastructure engineering services)",,Non Applicable based on skip pattern,,,4,3,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,No,,OCTOBER,2016,None,Non Applicable based on skip pattern,9,2016,9,2016,No,Yes,Non Applicable based on skip pattern,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,Yes,No,No,No,Non Applicable based on skip pattern,No,,,1,,,,,,3,,,,,,,Q21_8 Other job websites portals,Not satisfied with salary offer,,"No, do not intend to pursue at all",Non Applicable based on skip pattern,,,,,,RAILWAY ENGINEERING,Neutral,My interest has changed since completing my undergraduate studies,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Not applicable,Not applicable,Not applicable,Very satisfied,Dissatisfied,Not applicable,Strongly agree,A little,Well,Fairly well,Fairly well,Well,Fairly well,Well,Well,Well,Well,Fairly well,Very well,Not applicable,Not applicable,Agree,Chinese,,Others,,Full Time,UGRD,CHEMICAL ENGINEERING (HONS),,,NORMAL,,1520,International,M,N,,,,,,
0,13353_1118,,Honours (Merit),,Bachelor of Science,,6/30/2016,Law,Current course was not the first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,OTHER,Hong Kong SAR,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,4000,Public Administration and Defence,,"Others, please provide job title and description",SOCIAL WORKER,DOCTOR,To some extent,3,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,"Yes, mainly to obtain a job with better pay/ career prospects",,FEBRUARY,,One,Non Applicable based on skip pattern,8,2016,3,2016,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,Yes,Non Applicable based on skip pattern,No,No,No,No,No,No,Non Applicable based on skip pattern,No,,,,,,,,,2,,,,,,,,Getting offers after the interview,,"Yes, intend to pursue in the future (not within the next 5 years)",Master’s Degree by coursework,,,,,,,No,Non Applicable based on skip pattern,,Yes,Not applicable,Not applicable,Not applicable,Neutral,Not applicable,Neutral,Neutral,Well,Well,Fairly well,Well,Well,Fairly well,Fairly well,Well,A little,Well,Well,Not applicable,Well,Not applicable,Agree,Chinese,,Others,,Full Time,UGRD,ELECTRICAL ENGINEERING (HONS),,,NORMAL,,1510,Singapore Citizen,F,N,,,,,,
0,51524_1633,,Honours (Distinction),,Bachelor of Technology (Industrial and Management Engineering),,6/30/2016,,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Self-employed,Private firm (including government-linked companies),,LAND TRANSPORT AUTHORITY,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,,Retail Trade,,"Others, please provide job title and description",,,To some extent,3,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,No,,MAY,,One,Non Applicable based on skip pattern,9,2016,6,2016,Yes,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,No,Non Applicable based on skip pattern,No,No,No,No,No,Non Applicable based on skip pattern,,,,,,,,,,,,,,,,,Getting an interview,,"Yes, intend to pursue in the near future (within the next 5 years)","Others, please specify",,,,,,,Yes,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Not applicable,Neutral,Very satisfied,Not applicable,Not applicable,Not applicable,Agree,Fairly well,Fairly well,Fairly well,Fairly well,A little,Well,Fairly well,Well,Fairly well,Well,Well,Very well,Not at all,Not applicable,Strongly agree,Chinese,,Others,,Full Time,UGRD,ELECTRICAL ENGINEERING (HONS),,,NORMAL,,1430,Singapore Citizen,F,N,,,,,,
0,28855_1870,,Pass with Merit,,Bachelor of Science (Pharmacy),,4/30/2016,Indtl & Systems Eng,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,,Hong Kong SAR,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4500,,3400,Electronic Products,,"Others, please provide job title and description",,,2,2,"Yes, I am employed in a job related to my course of study","Applied for training-related job, but did not get an offer",,"Yes, mainly to obtain a job with better pay/ career prospects",,JULY,,None (Bonded to Sponsoring Organisation),Non Applicable based on skip pattern,9,2016,3,2016,No,Yes,No,No,Yes,No,Non Applicable based on skip pattern,Yes,No,No,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,,4,,,,,,,,,,,,,,Q21_8 Other job websites portals,"Finding jobs to apply to, that is related to my career interest",,"Yes, intend to pursue in the near future (within the next 5 years)",Master’s Degree by coursework,,,,,,RAILWAY ENGINEERING,Neutral,Non Applicable based on skip pattern,,No,Neutral,Not applicable,Neutral,Satisfied,Not applicable,Neutral,Agree,Well,Well,Very well,Well,Well,Well,Well,Fairly well,Very well,Well,Not at all,Well,Very well,Not at all,Agree,Chinese,,Others,,Full Time,,INDUSTRIAL & SYS ENG (HONS),,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
